SquareMeters,NumberOfRooms,HasYard,NumPrevOwners,Attic,HasGuestRoom,category
9126,27,0.0,1.0,5306,7,Basic
73441,90,1.0,2.0,569,2,Luxury
88646,45,0.0,6.0,1791,4,Basic
1392,4,1.0,7.0,1362,3,Basic
96455,47,0.0,1.0,2664,5,Basic
36417,27,1.0,8.0,7091,0,Basic
36417,27,1.0,8.0,7091,0,Luxury
36417,32,1.0,8.0,8157,10,Basic
36417,32,1.0,8.0,8157,10,Luxury
42688,88,1.0,2.0,2353,10,Basic
36468,53,0.0,3.0,2119,3,Basic
49940,50,0.0,6.0,2440,2,Basic
28924,10,1.0,3.0,107,8,Basic
55858,57,0.0,7.0,8326,9,Basic
97704,92,1.0,1.0,7239,5,Basic
79171,10,1.0,6.0,7757,6,Luxury
17434,74,1.0,10.0,6453,3,Basic
87587,13,1.0,8.0,3995,5,Basic
16727,83,0.0,9.0,7310,5,Basic
2813,46,0.0,9.0,1705,10,Basic
99031,2,1.0,2.0,7002,1,Basic
70681,68,0.0,7.0,8851,0,Basic
80697,92,0.0,4.0,1261,3,Basic
78115,43,0.0,5.0,5200,3,Basic
13929,49,0.0,7.0,2929,5,Basic
2624,36,0.0,8.0,5260,4,Basic
5630,66,1.0,4.0,600,8,Basic
28579,55,0.0,9.0,7242,8,Basic
4638,25,0.0,1.0,4557,7,Basic
86916,12,1.0,1.0,8804,9,Basic
31066,100,0.0,8.0,975,2,Basic
78946,23,1.0,9.0,4223,3,Basic
51408,58,0.0,10.0,7475,2,Basic
63315,45,0.0,9.0,3998,7,Basic
32130,63,0.0,1.0,2817,9,Basic
533,84,1.0,5.0,133,6,Basic
32979,65,1.0,10.0,8161,3,Luxury
18545,10,1.0,2.0,1066,8,Basic
73591,82,0.0,6.0,3494,0,Basic
48045,89,1.0,8.0,4437,10,Basic
80686,74,0.0,7.0,1813,3,Basic
89991,84,0.0,4.0,804,7,Basic
79229,38,0.0,1.0,144,10,Basic
87678,22,1.0,4.0,744,5,Basic
98661,77,0.0,3.0,6316,5,Basic
83750,22,0.0,1.0,6184,10,Basic
97550,58,1.0,5.0,6736,2,Basic
43400,41,1.0,9.0,5182,7,Basic
30468,43,0.0,3.0,3727,10,Basic
14692,86,1.0,4.0,5245,6,Basic
23106,92,0.0,9.0,3606,3,Basic
60287,25,0.0,1.0,3084,5,Basic
71787,80,1.0,3.0,1510,8,Basic
15839,93,1.0,1.0,5171,7,Basic
68522,29,0.0,1.0,3187,5,Basic
17818,88,0.0,3.0,2567,3,Basic
94186,56,0.0,5.0,7498,0,Basic
92033,42,1.0,7.0,7844,6,Basic
29600,63,1.0,6.0,7134,8,Basic
83260,93,1.0,9.0,7659,8,Basic
53904,1,0.0,7.0,8710,2,Basic
47691,77,1.0,8.0,6137,9,Basic
40196,80,1.0,9.0,3242,6,Basic
42035,39,1.0,7.0,6886,3,Luxury
37560,49,0.0,5.0,7243,7,Basic
29278,81,1.0,9.0,246,4,Basic
96803,94,0.0,6.0,841,9,Basic
20067,7,1.0,9.0,3955,9,Basic
52638,2,1.0,2.0,8300,4,Basic
47252,84,0.0,3.0,362,7,Basic
7515,1,0.0,10.0,206,3,Basic
84630,33,0.0,5.0,8557,4,Basic
72150,83,1.0,1.0,5392,7,Basic
76956,68,0.0,8.0,1403,2,Basic
6885,97,1.0,5.0,4997,10,Basic
8188,74,0.0,8.0,5308,3,Basic
46785,21,0.0,6.0,1607,3,Basic
40737,40,0.0,8.0,9049,5,Basic
51242,73,1.0,6.0,2992,5,Luxury
35691,75,0.0,9.0,7819,0,Basic
35691,75,0.0,9.0,7819,0,Luxury
35691,53,1.0,5.0,3039,7,Basic
35691,53,1.0,5.0,3039,7,Luxury
98705,21,1.0,10.0,6795,7,Luxury
25831,13,1.0,7.0,1716,9,Basic
76174,76,1.0,7.0,2935,7,Luxury
61734,24,1.0,1.0,6375,9,Basic
53424,16,0.0,2.0,7765,0,Basic
23754,69,0.0,7.0,6066,1,Basic
24396,73,0.0,1.0,1782,6,Basic
80349,70,1.0,4.0,9842,9,Basic
79583,26,1.0,9.0,3016,4,Basic
73863,93,1.0,7.0,7686,3,Luxury
37195,19,1.0,9.0,8453,5,Basic
51058,63,0.0,4.0,5374,2,Basic
9705,86,0.0,3.0,3717,4,Basic
67558,89,1.0,7.0,4480,1,Basic
21667,88,1.0,4.0,7089,3,Luxury
39654,100,0.0,4.0,4240,3,Basic
9372,49,0.0,9.0,9453,10,Basic
53448,20,1.0,4.0,5759,3,Luxury
43998,41,1.0,2.0,5713,2,Basic
92326,37,1.0,8.0,31,4,Luxury
80678,15,1.0,7.0,291,7,Basic
34060,75,1.0,7.0,9706,5,Basic
83173,20,0.0,1.0,7398,6,Basic
58698,67,1.0,5.0,4685,5,Basic
72343,10,1.0,5.0,9452,3,Basic
74922,65,1.0,5.0,1456,4,Basic
19528,76,1.0,1.0,3103,2,Basic
42969,41,0.0,10.0,3120,8,Basic
68028,53,1.0,8.0,281,9,Basic
8676,44,0.0,9.0,9210,5,Basic
61140,96,0.0,8.0,3827,8,Basic
3041,95,0.0,5.0,6028,10,Basic
31231,65,0.0,3.0,2666,5,Basic
47315,58,1.0,5.0,2112,2,Luxury
92963,37,0.0,2.0,3262,0,Basic
94062,11,0.0,2.0,8887,0,Basic
23248,3,1.0,10.0,9939,2,Luxury
51308,68,1.0,10.0,2946,9,Basic
69867,34,1.0,10.0,379,2,Basic
75211,34,1.0,4.0,2029,9,Basic
71008,1,0.0,9.0,1956,8,Basic
85766,60,0.0,1.0,4432,4,Basic
44561,8,0.0,6.0,9281,5,Basic
14954,40,1.0,2.0,2646,3,Basic
72194,86,0.0,1.0,464,8,Basic
71931,30,1.0,1.0,9156,1,Basic
98946,31,0.0,3.0,775,3,Basic
42708,68,1.0,8.0,9456,9,Basic
16037,47,0.0,1.0,3534,6,Basic
19510,23,1.0,5.0,5309,1,Basic
47783,17,1.0,7.0,5343,0,Basic
12430,55,1.0,6.0,6176,9,Basic
40439,54,0.0,4.0,1546,6,Basic
95889,5,0.0,5.0,8367,9,Basic
77174,29,0.0,4.0,3367,10,Basic
40184,1,1.0,8.0,6502,9,Basic
37534,54,1.0,2.0,9183,0,Luxury
43585,48,1.0,5.0,2484,6,Basic
38935,41,1.0,5.0,5869,7,Basic
59918,77,0.0,4.0,706,4,Basic
68723,83,0.0,6.0,731,6,Basic
32721,57,1.0,4.0,3856,3,Basic
64674,56,1.0,9.0,7858,5,Basic
86022,19,1.0,3.0,9025,2,Luxury
63737,60,1.0,9.0,6064,8,Basic
5322,71,1.0,6.0,7784,7,Basic
63871,13,1.0,1.0,8973,10,Basic
65560,13,1.0,4.0,5024,3,Basic
89,33,0.0,4.0,1258,9,Basic
71024,8,1.0,5.0,9097,1,Basic
71040,58,1.0,7.0,4479,7,Luxury
50650,47,1.0,6.0,9164,1,Basic
66759,9,1.0,10.0,4891,6,Luxury
66759,9,1.0,10.0,4891,6,Basic
66759,45,0.0,9.0,1715,0,Luxury
66759,45,0.0,9.0,1715,0,Basic
98514,93,0.0,9.0,6642,3,Basic
7312,64,1.0,10.0,6680,8,Basic
2676,7,1.0,4.0,9483,4,Luxury
60763,78,1.0,4.0,9794,8,Basic
54907,91,0.0,8.0,5680,8,Basic
3709,41,1.0,3.0,3857,0,Basic
26117,1,1.0,10.0,6453,1,Basic
8626,75,0.0,4.0,3187,0,Basic
74079,67,0.0,4.0,5687,4,Basic
27810,99,1.0,5.0,2844,3,Luxury
40638,20,0.0,10.0,9785,10,Basic
60063,84,1.0,4.0,9021,0,Basic
93811,39,1.0,8.0,2045,0,Luxury
12555,8,1.0,7.0,4385,10,Luxury
30862,36,0.0,4.0,3903,0,Basic
36334,63,1.0,10.0,5804,5,Basic
86087,39,0.0,10.0,3329,9,Basic
69567,77,0.0,5.0,5872,3,Basic
18785,27,0.0,1.0,8718,9,Basic
20660,6,1.0,9.0,2127,4,Basic
62277,35,1.0,6.0,5846,2,Luxury
46917,47,0.0,5.0,7959,5,Basic
30248,57,0.0,4.0,1332,10,Basic
50102,41,1.0,2.0,91,7,Basic
45149,7,0.0,2.0,2206,0,Basic
30603,57,1.0,5.0,150,5,Basic
79214,84,0.0,6.0,8946,0,Basic
62718,2,0.0,1.0,6701,4,Basic
27281,16,0.0,5.0,6528,3,Basic
41418,66,0.0,9.0,6075,10,Basic
97489,92,0.0,10.0,8712,10,Basic
51812,43,1.0,1.0,9785,2,Luxury
34498,32,0.0,6.0,2943,10,Basic
95097,10,1.0,8.0,5828,6,Basic
44251,1,0.0,9.0,2912,10,Basic
47583,48,0.0,10.0,8486,1,Basic
93184,78,0.0,5.0,4450,9,Basic
95328,59,1.0,10.0,2131,9,Basic
7388,75,0.0,4.0,1814,7,Basic
34555,35,1.0,10.0,5925,2,Luxury
61310,49,0.0,5.0,3866,10,Basic
20714,61,1.0,5.0,9087,9,Luxury
94704,55,1.0,7.0,6903,4,Basic
13353,17,1.0,3.0,7675,6,Basic
57475,67,0.0,3.0,7868,2,Basic
84795,41,0.0,8.0,9145,4,Basic
70465,10,1.0,6.0,8544,6,Basic
68270,37,1.0,9.0,2943,0,Basic
26389,85,0.0,10.0,4543,9,Basic
57552,99,1.0,6.0,7991,4,Basic
84291,7,0.0,10.0,9349,9,Basic
60059,60,1.0,10.0,5788,0,Basic
91513,50,0.0,2.0,2070,10,Basic
70544,4,0.0,6.0,886,6,Basic
16565,91,0.0,6.0,7323,1,Basic
75865,10,0.0,7.0,8659,0,Basic
29758,34,1.0,1.0,9022,10,Basic
95566,7,1.0,5.0,6556,2,Luxury
1090,30,1.0,7.0,9366,4,Luxury
98319,91,0.0,2.0,2517,5,Basic
18693,18,1.0,9.0,9672,4,Basic
21781,65,1.0,1.0,7252,2,Basic
33662,46,1.0,6.0,2488,7,Basic
94420,34,1.0,6.0,5486,10,Basic
53313,19,1.0,4.0,5123,4,Basic
54060,5,1.0,8.0,2260,10,Luxury
67709,22,1.0,5.0,7424,8,Basic
85740,22,1.0,6.0,1586,3,Luxury
28659,58,0.0,2.0,861,10,Basic
30217,36,1.0,5.0,1199,1,Luxury
58165,26,1.0,9.0,4531,10,Basic
4014,11,1.0,7.0,8381,7,Basic
13523,59,1.0,8.0,4187,7,Basic
49772,90,0.0,7.0,3274,8,Basic
85904,65,1.0,10.0,6307,9,Basic
22541,99,1.0,5.0,4606,10,Luxury
39132,43,0.0,2.0,4598,6,Basic
39132,43,0.0,2.0,4598,6,Basic
39132,30,1.0,9.0,5955,6,Basic
39132,30,1.0,9.0,5955,6,Basic
32785,27,0.0,3.0,6575,7,Basic
69831,71,0.0,2.0,5800,0,Basic
80301,1,1.0,6.0,6910,9,Basic
10802,34,0.0,6.0,2765,4,Basic
87853,26,0.0,9.0,6821,4,Basic
86424,86,1.0,9.0,6811,6,Basic
44595,29,0.0,7.0,2652,7,Basic
60056,75,0.0,7.0,2535,7,Basic
54484,38,1.0,6.0,618,6,Basic
54484,38,1.0,6.0,618,6,Basic
54484,26,1.0,8.0,7129,8,Basic
54484,26,1.0,8.0,7129,8,Basic
16571,50,0.0,5.0,510,10,Basic
87858,18,0.0,9.0,7529,8,Basic
19869,99,0.0,4.0,6108,3,Basic
54298,90,1.0,2.0,7857,3,Basic
8191,10,1.0,2.0,6799,7,Basic
79950,89,0.0,3.0,9708,8,Basic
73332,42,0.0,8.0,7068,5,Basic
31669,8,1.0,7.0,2875,7,Luxury
97412,27,0.0,9.0,1684,2,Basic
63163,93,0.0,6.0,493,7,Basic
43907,29,0.0,3.0,3185,3,Basic
64260,38,0.0,5.0,9900,7,Basic
42585,74,1.0,9.0,9515,1,Basic
35108,94,1.0,5.0,7315,8,Basic
12127,22,0.0,4.0,915,2,Basic
63669,45,0.0,9.0,1174,4,Basic
24278,59,0.0,8.0,3508,5,Basic
18937,50,1.0,3.0,4159,5,Basic
82865,32,0.0,6.0,9394,7,Basic
58599,96,0.0,9.0,8153,3,Basic
85101,91,1.0,3.0,9450,10,Basic
95649,3,0.0,7.0,669,10,Basic
2448,87,1.0,8.0,9533,4,Basic
31539,62,0.0,6.0,9833,7,Basic
96853,91,0.0,8.0,3999,6,Basic
64718,54,0.0,6.0,659,1,Basic
5263,64,1.0,3.0,1324,9,Basic
1115,97,1.0,6.0,6156,1,Luxury
35568,6,0.0,9.0,5246,8,Basic
98423,8,0.0,4.0,2547,9,Basic
78772,64,1.0,1.0,4244,1,Luxury
6592,59,0.0,6.0,3677,7,Basic
22773,16,1.0,10.0,4394,0,Basic
4800,51,0.0,5.0,24,1,Basic
65322,24,1.0,3.0,7739,3,Basic
29310,74,0.0,4.0,5197,9,Basic
70742,95,1.0,1.0,1971,2,Basic
60239,37,1.0,5.0,5238,5,Basic
35693,67,0.0,4.0,7911,4,Basic
8395,94,0.0,6.0,5529,10,Basic
81718,46,1.0,2.0,7677,7,Basic
79368,63,1.0,5.0,7686,2,Luxury
35420,86,0.0,4.0,1948,1,Basic
33267,84,0.0,6.0,8565,0,Basic
57971,35,0.0,1.0,8577,0,Basic
17686,100,1.0,9.0,161,3,Basic
59159,62,0.0,3.0,3602,7,Basic
75700,25,0.0,1.0,2230,3,Basic
92384,95,0.0,9.0,1421,6,Basic
87425,60,0.0,8.0,6079,4,Basic
18040,80,1.0,1.0,3408,4,Luxury
68992,99,1.0,9.0,7012,8,Basic
10141,66,1.0,3.0,9931,6,Basic
83647,83,0.0,9.0,2696,9,Basic
94846,26,0.0,6.0,419,8,Basic
42105,72,0.0,7.0,2111,5,Basic
49833,93,0.0,4.0,3053,6,Basic
35825,25,1.0,5.0,8481,2,Basic
69428,8,0.0,1.0,1812,9,Basic
77287,55,1.0,2.0,8884,5,Basic
13166,33,0.0,3.0,6606,8,Basic
46131,38,1.0,6.0,7497,10,Basic
46131,38,1.0,6.0,7497,10,Basic
46131,39,0.0,9.0,7161,0,Basic
46131,39,0.0,9.0,7161,0,Basic
37111,54,1.0,4.0,6396,7,Basic
46540,26,0.0,7.0,2401,3,Basic
32369,98,0.0,1.0,5077,2,Basic
2192,69,1.0,1.0,3627,2,Basic
22752,14,1.0,10.0,6506,4,Basic
43252,4,0.0,1.0,331,1,Basic
64697,9,0.0,6.0,9560,0,Basic
93168,74,0.0,9.0,923,10,Basic
94681,15,0.0,3.0,4556,0,Basic
27903,21,1.0,5.0,1491,0,Basic
2943,1,1.0,2.0,8588,9,Basic
80746,36,0.0,3.0,1538,7,Basic
13449,81,1.0,9.0,7141,7,Basic
66907,24,1.0,4.0,8145,6,Basic
83377,43,0.0,5.0,2463,7,Basic
77849,12,0.0,9.0,48,8,Basic
47283,43,1.0,1.0,6508,10,Basic
96593,95,1.0,7.0,645,7,Basic
71226,52,1.0,4.0,7032,4,Basic
49136,9,1.0,3.0,1455,9,Basic
67434,67,1.0,6.0,7239,2,Basic
55324,87,0.0,7.0,9303,5,Basic
43410,68,1.0,4.0,8672,9,Basic
54919,13,1.0,3.0,2998,0,Basic
3880,24,1.0,6.0,9128,6,Basic
7028,35,1.0,10.0,1094,9,Basic
31433,31,1.0,5.0,2822,7,Basic
83521,59,1.0,7.0,7518,3,Basic
60797,97,1.0,2.0,1845,6,Basic
86284,100,1.0,4.0,7741,3,Basic
18932,36,0.0,9.0,8156,10,Basic
91250,88,0.0,3.0,2750,3,Basic
92563,2,1.0,8.0,5790,6,Basic
48319,59,0.0,4.0,8014,0,Basic
27565,79,1.0,9.0,4636,3,Basic
38455,44,0.0,7.0,7247,1,Basic
66180,6,0.0,5.0,5651,10,Basic
43037,78,0.0,10.0,2540,5,Basic
49365,94,1.0,9.0,8087,3,Basic
7364,45,1.0,10.0,8690,6,Basic
49588,36,0.0,7.0,6974,9,Basic
51957,65,0.0,8.0,2522,3,Basic
31383,68,1.0,1.0,6864,5,Basic
97271,53,0.0,4.0,1674,3,Basic
74271,67,1.0,3.0,718,9,Basic
37217,90,1.0,7.0,9985,6,Basic
61295,43,0.0,1.0,688,0,Basic
53067,14,0.0,4.0,3151,2,Basic
45732,86,1.0,2.0,2299,9,Basic
73470,43,1.0,2.0,47,9,Basic
75839,41,1.0,9.0,4872,5,Luxury
19658,53,0.0,9.0,1625,1,Basic
67974,48,0.0,7.0,166,4,Basic
14195,3,0.0,6.0,8066,2,Basic
12624,45,0.0,4.0,5844,10,Basic
12739,100,0.0,8.0,3597,2,Basic
50567,50,0.0,3.0,7647,6,Basic
25079,10,1.0,6.0,1060,0,Basic
14856,3,0.0,1.0,3199,5,Basic
48408,85,1.0,5.0,4329,5,Basic
9423,51,0.0,9.0,6254,9,Basic
82614,37,1.0,1.0,4179,1,Basic
15726,33,0.0,4.0,9031,5,Basic
78671,86,0.0,6.0,1318,5,Basic
20197,64,1.0,7.0,2859,6,Basic
30713,97,0.0,9.0,4515,6,Basic
83019,10,0.0,2.0,5524,5,Basic
34639,25,1.0,2.0,8680,5,Luxury
19606,82,1.0,10.0,1788,5,Basic
19606,82,1.0,10.0,1788,5,Basic
19606,83,0.0,7.0,6896,10,Basic
19606,83,0.0,7.0,6896,10,Basic
54753,100,1.0,1.0,9972,9,Basic
35750,84,1.0,4.0,1335,8,Basic
40776,63,1.0,7.0,4245,9,Basic
76938,62,0.0,6.0,3276,7,Basic
22421,30,0.0,6.0,6562,10,Basic
78379,4,1.0,2.0,7147,8,Basic
28804,79,0.0,2.0,963,10,Basic
2434,16,1.0,5.0,890,3,Basic
23281,86,0.0,3.0,4835,7,Basic
92417,91,0.0,10.0,1223,9,Basic
82560,46,0.0,8.0,4525,4,Basic
24936,67,0.0,4.0,973,10,Basic
24936,67,0.0,4.0,973,10,Basic
24936,52,0.0,7.0,8153,8,Basic
24936,52,0.0,7.0,8153,8,Basic
3261,7,1.0,4.0,5379,2,Basic
86526,50,1.0,8.0,6436,6,Luxury
81673,47,0.0,2.0,4500,3,Basic
17901,47,0.0,1.0,1519,6,Basic
86179,26,0.0,4.0,1124,5,Basic
84465,47,1.0,1.0,4033,8,Basic
37916,26,1.0,8.0,5143,2,Basic
20852,100,1.0,2.0,4175,8,Basic
86258,100,1.0,7.0,410,8,Luxury
25784,73,0.0,1.0,1794,8,Basic
27925,99,1.0,7.0,7178,3,Basic
59522,13,1.0,5.0,7925,9,Luxury
31741,97,0.0,10.0,9099,3,Basic
37491,53,1.0,7.0,2715,3,Basic
74283,72,1.0,4.0,8122,5,Basic
1251,58,0.0,7.0,4200,4,Basic
6389,11,0.0,7.0,1733,4,Basic
92090,7,0.0,7.0,8355,5,Basic
85562,99,0.0,10.0,9105,2,Basic
90722,46,1.0,7.0,2598,8,Basic
66159,81,0.0,7.0,1874,9,Basic
71481,48,0.0,3.0,9808,5,Basic
20166,8,0.0,9.0,4,0,Basic
14635,58,0.0,8.0,3653,2,Basic
9180,33,1.0,3.0,6618,2,Basic
45330,28,1.0,7.0,3200,3,Basic
39486,33,1.0,5.0,2104,4,Basic
85448,35,0.0,3.0,4496,7,Basic
54941,21,0.0,2.0,1318,1,Basic
40101,82,1.0,4.0,5161,5,Luxury
38586,18,1.0,6.0,4866,2,Basic
14274,66,0.0,9.0,5257,3,Basic
63860,52,1.0,9.0,2513,9,Basic
34891,65,0.0,4.0,5828,4,Basic
98433,15,1.0,8.0,7205,2,Basic
98827,89,0.0,4.0,1865,2,Basic
52100,3,1.0,5.0,4074,9,Basic
19185,89,1.0,2.0,1414,8,Basic
58027,9,0.0,9.0,6632,7,Basic
93409,38,0.0,6.0,7771,2,Basic
28193,90,1.0,4.0,2224,0,Luxury
28193,90,1.0,4.0,2224,0,Basic
28193,61,1.0,5.0,3595,6,Luxury
28193,61,1.0,5.0,3595,6,Basic
5579,97,0.0,9.0,8839,0,Basic
87479,74,0.0,3.0,433,10,Basic
60824,96,1.0,10.0,8628,0,Basic
54888,66,0.0,8.0,1071,2,Basic
46865,18,1.0,3.0,7858,1,Basic
41143,70,0.0,1.0,7314,5,Basic
61847,85,0.0,9.0,9945,2,Basic
16016,35,1.0,6.0,1636,6,Basic
30159,16,1.0,6.0,1534,6,Basic
32597,81,1.0,7.0,2244,4,Basic
91824,65,1.0,4.0,6849,2,Luxury
90097,38,1.0,2.0,1312,10,Basic
85854,62,0.0,8.0,3208,6,Basic
6556,57,1.0,5.0,154,6,Basic
83808,55,1.0,6.0,631,3,Basic
41301,83,1.0,1.0,7771,4,Basic
51517,32,0.0,3.0,4322,7,Basic
94856,7,1.0,2.0,9379,6,Basic
3818,4,0.0,1.0,7735,3,Basic
24297,73,1.0,10.0,7685,8,Basic
80656,29,1.0,8.0,1814,4,Basic
84254,41,1.0,7.0,6500,10,Luxury
96140,47,0.0,7.0,8569,5,Basic
4261,94,0.0,9.0,2283,10,Basic
9502,8,1.0,1.0,7629,10,Basic
46390,27,1.0,5.0,5122,7,Basic
77989,66,1.0,7.0,182,10,Luxury
36563,95,1.0,5.0,8651,0,Luxury
36563,95,1.0,5.0,8651,0,Basic
36563,46,0.0,7.0,5645,10,Luxury
36563,46,0.0,7.0,5645,10,Basic
27492,38,0.0,10.0,9065,3,Basic
63720,18,0.0,1.0,5973,2,Basic
88328,35,0.0,3.0,5965,6,Basic
88328,35,0.0,3.0,5965,6,Basic
88328,91,1.0,1.0,7972,10,Basic
88328,91,1.0,1.0,7972,10,Basic
10559,13,1.0,9.0,7298,5,Basic
36799,62,0.0,6.0,7603,0,Basic
52899,33,0.0,3.0,6340,1,Basic
67697,71,0.0,7.0,9826,5,Basic
82372,55,1.0,6.0,9864,7,Basic
93197,76,0.0,9.0,2660,4,Basic
68703,16,1.0,9.0,927,9,Basic
44626,46,1.0,8.0,8088,10,Basic
48809,16,0.0,4.0,4852,9,Basic
61152,84,1.0,1.0,8240,7,Basic
25230,26,1.0,5.0,6381,0,Basic
55153,50,1.0,9.0,1854,0,Basic
15320,44,1.0,2.0,8766,10,Luxury
62064,15,0.0,4.0,2600,2,Basic
62064,15,0.0,4.0,2600,2,Basic
62064,33,1.0,1.0,198,6,Basic
62064,33,1.0,1.0,198,6,Basic
84285,95,1.0,9.0,1402,10,Luxury
35067,47,1.0,4.0,3002,2,Luxury
70945,92,1.0,2.0,6671,1,Basic
69348,68,0.0,10.0,9886,10,Basic
23705,8,1.0,6.0,3813,8,Basic
53359,28,0.0,6.0,3286,5,Basic
52801,60,1.0,6.0,9340,5,Basic
79109,84,1.0,8.0,4020,8,Basic
6305,86,0.0,4.0,6046,0,Basic
19739,67,0.0,6.0,19,5,Basic
72838,60,0.0,4.0,7033,1,Basic
94639,10,1.0,10.0,6959,7,Basic
43503,94,1.0,8.0,6325,2,Basic
36489,98,0.0,9.0,7357,5,Basic
67397,53,1.0,2.0,4018,5,Luxury
22136,28,0.0,5.0,3362,1,Basic
22136,28,0.0,5.0,3362,1,Luxury
22136,56,0.0,4.0,7861,3,Basic
22136,56,0.0,4.0,7861,3,Luxury
66819,4,1.0,10.0,4775,3,Luxury
39688,69,0.0,7.0,7469,6,Basic
66670,26,0.0,2.0,5210,2,Basic
66274,25,0.0,7.0,8030,2,Basic
67125,40,0.0,9.0,4546,6,Basic
72239,23,0.0,3.0,7142,0,Basic
71846,42,0.0,7.0,7325,4,Basic
73190,67,1.0,2.0,9717,10,Luxury
20258,100,0.0,9.0,8924,4,Basic
79176,5,0.0,7.0,2510,4,Basic
54927,67,0.0,6.0,211,7,Basic
62960,39,1.0,1.0,2650,0,Basic
7002,78,1.0,2.0,9291,6,Luxury
65029,14,0.0,10.0,4371,6,Basic
71876,43,0.0,10.0,6259,9,Basic
81468,19,0.0,5.0,1958,0,Basic
80823,23,0.0,9.0,951,6,Basic
57132,74,1.0,8.0,6361,10,Basic
29528,60,0.0,4.0,8986,10,Basic
80759,34,1.0,8.0,3938,2,Basic
94540,98,1.0,1.0,1873,2,Luxury
48070,2,0.0,7.0,1755,2,Basic
8962,89,1.0,5.0,3046,2,Basic
41738,48,0.0,8.0,2916,2,Basic
62314,96,1.0,2.0,6315,0,Basic
50668,4,1.0,10.0,7911,5,Basic
2725,13,1.0,2.0,3744,1,Basic
88205,20,1.0,1.0,9933,0,Basic
51785,24,1.0,2.0,984,9,Luxury
52284,59,0.0,3.0,9421,2,Basic
77411,3,1.0,8.0,2257,8,Basic
50875,65,1.0,1.0,4362,7,Luxury
5640,2,1.0,2.0,2956,0,Basic
4371,73,1.0,2.0,5276,7,Basic
98257,19,0.0,2.0,1595,3,Basic
90499,27,1.0,7.0,268,3,Basic
622,81,0.0,2.0,9958,2,Basic
40777,39,1.0,7.0,2249,9,Basic
1008,4,0.0,6.0,6306,6,Basic
57718,14,1.0,4.0,7703,1,Basic
17167,90,0.0,3.0,7933,6,Basic
40567,56,1.0,3.0,606,8,Basic
77151,59,0.0,3.0,8951,9,Basic
94943,96,0.0,10.0,7628,1,Basic
31179,87,1.0,5.0,3901,3,Basic
80693,79,1.0,4.0,2813,2,Basic
16145,57,1.0,10.0,791,8,Luxury
9678,10,1.0,9.0,7722,5,Basic
73554,81,0.0,2.0,7101,4,Basic
6914,33,0.0,1.0,5850,10,Basic
2995,85,0.0,3.0,9684,10,Basic
68245,23,0.0,1.0,3022,9,Basic
52649,43,0.0,7.0,3248,7,Basic
39040,42,0.0,8.0,5752,3,Basic
33936,95,1.0,8.0,4743,9,Luxury
18762,97,1.0,5.0,7616,6,Basic
40952,58,1.0,10.0,2886,0,Luxury
90404,26,1.0,4.0,3857,4,Luxury
94947,30,1.0,2.0,9807,9,Basic
81866,45,1.0,5.0,4155,8,Basic
49909,3,0.0,6.0,889,2,Basic
31042,52,1.0,3.0,1060,0,Luxury
35810,65,0.0,9.0,695,4,Basic
2985,53,1.0,2.0,564,1,Basic
63693,2,1.0,9.0,1292,5,Basic
94754,53,0.0,10.0,4076,5,Basic
15162,41,1.0,4.0,1305,6,Basic
32956,2,1.0,8.0,4489,2,Luxury
96224,16,0.0,10.0,4172,7,Basic
86806,78,0.0,9.0,1807,0,Basic
42537,43,0.0,2.0,7712,4,Basic
77045,29,0.0,4.0,6920,9,Basic
76912,77,1.0,2.0,2174,2,Basic
33814,70,0.0,6.0,8963,4,Basic
4052,14,1.0,3.0,4181,0,Luxury
634,64,0.0,6.0,4559,3,Basic
32325,98,0.0,1.0,5166,3,Basic
59348,69,0.0,8.0,8363,3,Basic
59348,69,0.0,8.0,8363,3,Basic
59348,61,0.0,7.0,5217,6,Basic
59348,61,0.0,7.0,5217,6,Basic
40148,80,0.0,10.0,9584,4,Basic
23172,83,0.0,5.0,1185,2,Basic
80277,78,1.0,9.0,1722,7,Basic
62236,45,0.0,6.0,2590,8,Basic
58110,7,1.0,3.0,7325,4,Luxury
99952,41,1.0,7.0,7588,9,Basic
9780,95,0.0,7.0,8941,10,Basic
26230,91,1.0,6.0,2280,0,Luxury
44509,50,1.0,3.0,7761,6,Basic
94182,78,0.0,2.0,5065,3,Basic
28309,57,0.0,2.0,265,7,Basic
98710,68,1.0,5.0,7396,4,Basic
6362,94,1.0,2.0,2967,3,Basic
21857,93,1.0,4.0,8580,5,Basic
60064,57,1.0,4.0,972,1,Basic
41526,16,1.0,1.0,600,2,Basic
65163,42,0.0,1.0,6845,8,Basic
38355,80,1.0,7.0,2855,3,Basic
8020,80,0.0,2.0,6951,7,Basic
95780,86,0.0,3.0,8968,0,Basic
63267,74,1.0,6.0,5333,3,Basic
69314,16,1.0,7.0,8349,1,Basic
37781,12,0.0,9.0,376,4,Basic
77210,59,1.0,3.0,1418,5,Luxury
50792,60,0.0,5.0,6411,8,Basic
98934,70,0.0,3.0,6596,10,Basic
74265,33,1.0,10.0,4358,6,Basic
93180,87,1.0,1.0,6556,9,Basic
4809,39,0.0,7.0,4187,6,Basic
91673,4,0.0,2.0,5015,4,Basic
13027,58,0.0,7.0,8116,10,Basic
40010,53,0.0,1.0,966,7,Basic
86019,21,0.0,9.0,1854,9,Basic
