squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom
22681,93,1,1,6,9540,2,,2004,0,9803,143,583,0,1
16704,49,1,1,8,60511,2,,1994,0,7325,1013,929,1,10
25124,97,0,1,25,83534,6,,2014,1,397,8988,962,0,3
64209,30,1,1,55,53245,5,,1992,0,9761,6148,525,1,0
18730,68,0,1,71,91571,2,,2008,1,7624,2629,331,0,7
96177,40,1,0,19,53582,7,,1996,0,2237,4485,268,1,1
76671,22,1,1,76,31159,5,,2001,0,3701,784,296,1,10
39129,76,0,1,26,36562,9,,1996,1,4674,8150,737,1,8
52859,71,1,1,99,89274,7,,1993,1,5401,9757,727,1,9
26223,12,0,0,76,23351,3,,1994,0,7431,2331,798,1,0
89071,48,0,0,91,17916,8,,2008,1,5942,7227,649,1,9
55022,61,1,0,43,37613,6,,1998,0,8955,9093,216,0,1
60721,42,0,1,9,46929,5,,2005,0,68,4701,695,0,8
28772,4,1,1,85,61413,2,,2003,0,8141,5596,327,0,9
92716,48,0,0,3,34663,6,,1991,1,9364,4010,731,1,7
19092,21,0,1,85,85194,8,,2020,0,2171,4787,797,1,7
41440,98,1,1,77,99209,3,,1990,0,3885,2364,997,1,7
60305,88,1,1,90,24189,1,,2019,0,6297,5170,925,1,7
26611,68,0,0,21,89588,2,,2012,0,1184,8776,856,0,2
16847,47,1,0,66,34799,2,,2009,0,8115,9158,212,1,7
52785,13,0,1,61,8415,9,,2004,1,1207,126,833,1,3
2267,82,0,0,8,5166,10,,1995,0,9360,3301,225,1,7
22809,70,1,1,65,75785,6,,1990,0,3261,9231,862,0,4
92242,26,1,1,39,87265,10,,2009,1,6405,476,894,0,2
19040,86,1,1,25,65682,9,,2002,0,6629,433,415,0,7
18943,6,0,1,26,71256,1,,2012,1,258,4961,687,0,4
91914,37,0,0,68,37742,6,,2018,1,8148,7135,649,1,8
60401,63,0,0,86,63764,6,,1997,1,3200,6710,430,1,10
57865,2,0,0,30,79052,5,,2018,1,6981,8019,147,0,0
1308,38,1,0,68,92571,9,,2005,1,8261,195,772,1,7
76732,1,1,1,50,52487,9,,1999,1,3935,4050,455,1,5
90859,22,1,0,65,63118,7,,2018,1,365,9149,104,0,1
19596,51,1,0,83,4826,8,,2009,0,1691,1803,398,0,3
86277,15,0,1,5,19137,4,,1995,1,5268,1653,142,0,0
31845,8,1,1,1,34505,2,,2004,1,2826,6678,663,1,1
46128,47,1,1,88,16141,1,,1996,0,7069,270,902,1,10
33398,78,1,0,30,62880,2,,1992,0,4552,703,803,0,8
70626,80,0,0,45,59977,9,,1995,1,1221,8695,130,0,1
50315,11,1,1,52,75722,3,,1991,1,9867,4532,239,0,10
84217,60,1,1,18,47565,6,,2013,1,4953,6240,468,0,5
35127,8,0,0,4,45604,3,,2014,0,9746,9694,906,1,2
14614,21,0,0,3,35413,9,,2015,1,1185,4610,446,1,4
73686,10,1,1,93,56843,3,,2013,0,5029,93,440,0,10
80143,27,1,1,78,33359,7,,1995,0,4411,5371,885,1,2
38454,8,1,0,6,17811,1,,1990,1,3909,692,297,0,10
70573,78,1,1,3,28926,8,,2016,1,8314,2512,745,1,4
44584,84,1,0,90,3469,6,,1992,1,8073,6806,738,0,2
46953,82,1,0,41,53857,6,,2006,1,4606,4712,475,0,2
87960,53,1,0,27,90781,5,,2007,0,5586,4430,914,1,8
10051,10,1,0,34,24751,10,,1998,0,4642,5231,450,0,5
14044,48,0,1,43,80254,2,,2001,1,5654,6669,198,1,6
83252,98,0,0,8,73242,4,,1992,1,3015,1565,496,0,0
46183,4,1,0,5,98252,9,,2007,0,735,1122,956,0,3
17256,30,0,0,59,71777,10,,1994,0,698,6032,668,0,8
59111,58,1,0,38,42146,7,,1998,0,1977,4648,708,1,9
41732,19,0,0,63,57920,9,,2018,1,4692,3724,321,1,1
6912,47,0,0,2,40554,3,,2016,0,3458,2396,264,1,1
8719,84,1,0,20,85072,9,,2003,0,5944,3850,929,1,9
15670,54,1,0,26,52082,8,,2007,1,9688,1571,436,1,8
54669,58,0,0,85,20404,10,,2012,1,4746,1210,140,0,2
71164,54,1,0,38,88076,6,,2019,1,5473,2296,638,1,4
8497,97,1,0,57,99577,9,,2018,0,4113,1101,250,0,7
27296,31,0,1,93,94891,9,,2013,1,4778,1327,369,0,6
65201,13,0,1,28,66828,10,,1995,1,3927,4362,670,1,10
7729,87,1,1,35,35661,7,,2004,1,4456,5461,346,1,1
64186,10,0,0,6,74593,3,,2011,1,5408,7422,971,1,3
75571,9,1,1,16,20558,6,,2021,1,7754,9493,449,1,4
40943,76,0,0,32,56741,8,,2010,0,8104,1905,855,0,7
88884,97,1,0,63,66810,2,,2010,1,9198,1237,541,1,9
96228,80,1,1,15,16480,6,,1998,0,5135,1755,551,0,3
57859,74,1,1,52,25568,8,,1995,0,7881,8141,711,1,1
58239,88,1,0,77,26294,4,,1999,0,3568,8465,155,0,10
7859,89,1,1,60,96443,10,,2018,1,6257,7630,258,1,1
37111,97,1,0,22,60566,7,,2019,1,265,7725,360,0,7
90304,52,0,0,33,81097,8,,2020,0,4104,2797,803,0,1
87906,46,1,1,33,85121,1,,1994,1,1489,3047,106,1,4
47839,86,1,0,53,20488,8,,1993,1,5689,9333,321,1,7
91637,5,0,0,29,45739,8,,2016,1,6476,9666,169,0,8
92591,27,0,1,73,9895,4,,1991,0,5776,5050,438,1,8
26614,69,1,1,60,81510,5,,1998,1,1700,4302,383,1,9
45955,58,1,0,37,33373,10,,1998,0,6156,5233,285,0,4
6712,66,1,1,93,12438,5,,2001,0,1150,3614,594,0,5
89725,26,1,1,83,56954,8,,2013,1,319,5124,994,0,9
48776,60,0,0,9,71042,10,,1991,0,8652,991,307,0,4
63953,67,0,1,25,70757,2,,2004,1,6537,7924,638,1,4
40508,78,1,0,63,76548,3,,2005,0,6334,9274,242,1,1
49310,63,1,0,80,91860,7,,2006,0,9692,6240,176,1,7
69164,48,1,1,70,21012,5,,2007,1,5861,2750,652,1,10
61402,74,1,1,40,12430,1,,2000,0,3524,771,469,0,9
53749,86,0,1,63,11671,7,,2009,1,8488,6220,239,1,4
73140,92,1,1,69,84617,3,,2019,1,6384,4894,726,1,9
34338,41,0,0,95,96913,3,,1996,0,5015,7523,251,0,9
52525,13,1,0,82,24366,8,,1999,1,7750,3265,776,0,9
53753,49,1,1,37,90942,7,,1999,0,9951,5184,998,1,8
58713,63,0,1,39,77818,3,,1994,1,4710,5516,642,0,8
40155,33,0,1,99,55389,6,,2009,1,9296,3181,227,1,3
32805,35,0,0,17,56962,8,,1994,1,6766,6510,451,1,9
848,92,1,1,37,64877,5,,2013,1,2128,9487,959,0,8
67073,45,1,0,59,62149,6,,1996,1,4506,1274,638,0,1
14520,12,1,0,2,43573,5,,2020,1,8531,4414,336,1,10
65986,38,0,1,39,77763,6,,2016,0,8778,1558,627,0,0
15246,59,0,1,48,91241,7,,2020,0,460,7469,596,1,1
62613,56,0,0,69,74669,9,,2019,0,6845,3986,245,1,2
26348,37,0,1,89,18731,3,,1990,0,628,5840,756,0,0
44633,100,1,0,69,70686,4,,2010,0,8183,3882,479,0,8
33126,50,1,0,87,96589,1,,2019,0,2592,997,582,1,3
62872,86,0,1,56,5577,9,,1994,1,5621,19,335,1,2
69429,65,0,0,34,42598,10,,1997,1,9354,7232,215,0,4
67034,37,1,0,17,89296,6,,2014,0,4115,9090,201,1,8
63817,89,1,1,92,42278,8,,2009,1,4092,7724,170,0,9
41705,45,0,0,97,75383,3,,2010,0,3513,957,754,0,5
31025,96,1,0,35,95835,8,,2006,1,9107,1162,606,1,9
33532,54,0,1,80,8448,7,,2021,0,773,9548,630,0,10
27924,68,1,1,81,7907,8,,1991,1,2068,4052,183,0,9
3996,65,0,0,37,80458,5,,1999,0,3247,3166,101,1,0
80524,22,1,1,49,46524,10,,1997,1,4111,1883,252,1,2
63190,50,0,1,45,23475,4,,1992,0,6132,151,348,0,7
62757,74,0,1,31,70668,2,,2006,0,5656,5336,761,0,5
54682,81,1,0,92,63687,3,,2013,1,1114,2269,341,1,5
87987,38,1,0,97,26185,6,,2006,1,234,6216,125,0,4
98157,91,0,1,75,22411,7,,2021,1,5340,7157,465,0,0
81019,56,1,0,99,46662,5,,1995,1,8376,3628,863,0,3
92296,31,1,1,69,20639,7,,2018,0,785,8053,604,0,7
51579,37,0,1,6,36822,3,,2019,0,1328,5510,636,0,4
41042,88,1,1,44,51472,4,,1990,0,6364,4491,121,0,1
1737,75,1,0,92,8790,8,,2014,1,3403,1447,904,1,3
97725,88,0,1,13,47226,4,,1991,0,3938,8275,175,1,1
30317,33,0,1,78,69973,5,,2019,0,4786,8307,212,1,5
54146,83,1,0,79,74999,2,,2010,1,2595,7348,850,0,0
32599,68,0,0,67,20244,5,,2003,0,4964,4624,902,0,1
77491,58,0,0,32,33534,7,,2021,1,53,4181,961,1,9
41164,59,0,0,69,96547,10,,1991,0,7302,3267,954,1,7
3189,56,1,0,23,33308,1,,2001,0,3230,2889,971,0,8
97691,17,1,0,79,29059,1,,1991,1,5370,2685,631,1,6
38486,88,0,0,50,91921,2,,2021,1,6167,3079,304,1,9
68232,19,0,1,31,61683,1,,2012,1,1128,3540,982,0,0
42893,26,0,0,42,87534,10,,2014,0,2881,7946,493,0,1
7042,17,0,1,32,64941,7,,2012,0,9907,1932,728,1,4
48678,18,1,1,57,17276,1,,1998,0,89,6578,775,0,8
14938,8,1,0,50,14945,4,,1991,0,5217,9316,810,0,4
62596,90,0,0,70,7222,10,,1990,0,4330,9821,739,0,7
69722,83,0,0,14,63847,1,,2002,0,1167,1698,192,0,7
10564,99,0,1,3,66017,5,,1992,0,9081,654,836,0,0
49996,85,0,0,19,46272,3,,2021,1,2914,9364,295,1,8
47327,100,1,0,40,83938,3,,2001,0,4006,765,147,1,6
85489,90,1,0,42,42842,2,,1999,1,6755,7170,320,0,1
54667,26,0,1,70,22930,6,,2019,0,4707,7513,729,1,9
72507,87,0,0,13,8308,7,,1999,0,4730,1829,406,0,0
68113,67,1,0,29,59595,9,,2007,0,4788,7274,990,1,10
84587,98,0,1,71,98431,8,,2000,1,3726,2292,168,0,7
88036,30,0,0,16,5201,1,,2017,0,2328,6702,947,0,0
91395,66,0,0,71,97423,5,,2017,1,3714,1724,223,1,2
81805,51,1,1,16,99624,2,,2003,0,1695,6791,521,0,0
47253,84,0,0,32,81363,2,,1998,0,9819,1143,375,0,10
44924,97,0,0,44,86862,8,,2015,0,3478,1948,117,0,7
62027,21,1,1,62,51479,6,,2013,0,6654,9100,314,1,10
65583,99,1,0,27,39498,2,,2003,1,4196,5676,968,1,7
47006,72,0,0,76,87732,2,,2017,0,6414,6111,613,1,7
36108,69,1,1,2,57879,3,,2001,1,4764,1961,289,1,8
56329,10,0,1,2,27302,6,,1997,1,542,8715,806,1,10
94212,29,0,0,59,87927,3,,2004,1,6573,4558,198,1,5
47063,10,1,1,6,80079,10,,2019,1,1135,3650,996,1,10
45985,33,0,0,83,14302,1,,2008,1,9524,8230,986,1,7
39269,87,0,1,16,54877,8,,1997,0,6604,7051,800,0,8
4727,60,1,0,25,6556,3,,1994,0,6301,9229,273,0,8
24677,63,0,0,6,92343,8,,1998,1,6976,7410,314,0,10
42936,74,1,1,51,60801,10,,2016,1,6601,2029,870,0,8
93013,76,0,0,80,53855,9,,2005,0,7518,4523,786,1,6
70881,45,1,0,64,44535,7,,2002,1,6846,6439,312,1,5
99130,99,0,1,23,32747,8,,1993,0,7265,9231,115,0,6
82113,22,0,0,24,90750,1,,2016,0,9897,8625,886,1,2
3475,5,1,1,9,34179,9,,1998,1,5996,3689,431,1,6
23863,67,0,1,71,72354,6,,1990,0,6878,8157,257,1,7
25602,37,1,0,17,82064,10,,2021,1,9608,336,703,0,1
81021,39,0,1,42,88453,5,,1995,1,6345,5639,252,1,0
25307,24,1,0,90,73502,1,,2014,0,9536,4979,381,1,5
18262,61,0,1,71,79622,5,,2021,0,9975,9294,218,0,7
48077,63,0,1,7,32247,10,,2018,0,7539,4744,438,1,9
94973,55,0,1,86,76018,9,,1995,1,3478,8376,987,1,8
32138,23,1,1,91,85307,5,,1994,0,5589,377,839,1,9
10854,58,1,1,95,10328,1,,1993,1,2726,9507,951,0,7
80306,84,1,1,91,84044,1,,2004,0,7018,4778,371,1,3
1138,4,1,0,18,40157,4,,1996,1,8264,5987,269,0,3
24045,31,0,0,56,28613,6,,1991,0,9640,1938,851,1,5
20860,49,0,0,60,42874,10,,2012,0,6395,8846,173,0,10
57790,23,0,1,65,27420,8,,2002,0,1464,5714,622,1,8
73517,79,0,1,63,68858,4,,1991,1,227,5128,931,0,0
137,32,0,1,47,40384,5,,2021,1,6831,1323,242,0,9
69685,82,1,0,32,99105,8,,2006,0,757,5072,844,1,8
11104,69,1,1,19,6145,6,,1996,0,6106,7898,471,0,3
65060,30,1,0,75,46047,3,,2013,0,6375,2428,113,0,5
25655,31,1,1,9,58769,5,,2001,1,2420,4919,884,1,5
13285,7,0,1,57,16011,6,,1994,0,4719,8072,668,0,2
84706,75,0,0,24,95781,6,,1990,0,8118,7665,923,0,2
98298,85,0,1,97,85158,2,,1995,1,43,610,311,1,0
74921,57,0,1,61,56179,3,,2012,0,5718,3083,978,1,9
9771,26,0,1,48,97664,3,,1995,1,2211,1892,367,0,0
77561,62,0,0,79,44802,5,,1999,0,3871,4451,606,1,5
40104,56,1,1,44,55337,4,,2000,0,8809,3509,689,0,3
4308,79,0,0,19,89621,8,,2003,0,3660,7332,509,0,3
14004,5,1,1,33,22849,9,,2004,1,9535,6651,818,0,2
85829,23,1,1,32,96045,10,,2005,1,9686,559,657,1,7
73776,92,1,0,43,15721,8,,2002,1,1789,9854,805,0,7
86253,24,1,1,47,83198,1,,1998,0,2626,3552,909,0,9
85423,40,0,1,39,69673,2,,1992,1,6201,1282,476,1,7
11757,57,1,1,5,10613,6,,1993,1,2326,7969,760,0,3
33761,71,1,0,76,98059,5,,2001,0,5758,5727,677,0,2
33749,85,1,0,2,35590,8,,2016,0,8671,5017,646,1,2
83865,38,1,1,42,27967,6,,1992,1,8832,732,680,1,9
79067,27,1,1,58,25553,7,,1994,1,8279,7190,183,1,7
91698,21,1,0,38,58357,9,,1993,1,521,9569,109,0,7
22973,41,1,0,80,97510,1,,2001,1,6044,1986,804,1,3
27838,87,1,0,73,5442,5,,1993,0,3189,7357,241,1,9
21832,69,0,1,26,79056,5,,1990,0,4442,9402,149,1,9
291,22,1,1,47,19824,5,,2003,0,6446,1384,366,0,10
46666,81,0,0,38,53916,4,,2011,0,3128,7531,277,0,0
88329,22,1,1,20,54300,2,,2004,0,9532,5702,836,0,6
37103,61,0,1,8,71913,4,,2017,1,4148,5588,848,0,6
29789,87,0,0,90,56117,3,,2014,0,6009,9333,879,0,5
1399,77,0,1,67,94420,2,,2009,0,9089,9909,750,0,7
13696,8,0,0,40,16192,7,,2003,1,905,5498,398,0,10
79354,4,1,0,28,35812,2,,1991,1,4757,6597,895,0,4
93656,65,0,1,8,29038,1,,2007,0,4173,2017,230,1,10
16247,71,0,0,95,6358,8,,1990,0,8238,4493,957,0,4
97330,23,1,0,82,21446,5,,1996,0,362,7331,430,0,3
78982,38,1,0,18,84329,3,,2007,1,1538,7225,328,1,0
78367,30,1,1,89,40416,8,,1995,0,6088,6500,319,0,3
98729,36,0,0,4,95443,4,,2002,0,9090,2432,351,0,6
97651,26,0,0,45,56512,7,,1998,1,2936,2825,299,1,1
69203,8,0,0,68,7461,7,,1993,0,9636,3900,732,1,3
44416,76,1,0,46,55062,3,,2001,0,2296,1554,577,0,10
68494,83,1,1,79,58586,9,,1992,1,9754,5,264,1,5
59545,65,0,1,21,90618,1,,2020,1,5558,5073,642,0,9
66784,34,0,0,3,96197,7,,1992,1,238,15,853,1,9
69375,6,1,1,96,30297,4,,2003,0,9878,7270,954,0,10
75990,57,0,1,6,83909,5,,2006,1,3803,7471,511,1,7
92539,55,1,0,74,64623,5,,2001,0,5478,3556,427,1,9
57720,35,1,1,14,88487,10,,2017,0,3550,6304,794,1,9
44961,14,0,0,50,90818,4,,1997,1,3790,7685,627,1,6
20964,82,1,1,1,84565,9,,2001,0,2157,7829,950,0,4
42734,84,0,1,67,3854,9,,1990,0,8532,9106,195,1,10
23895,41,0,1,26,65183,8,,2012,0,9891,8736,997,0,6
13877,23,1,1,23,2486,8,,2003,1,5312,8205,819,0,8
46470,32,0,0,30,65883,7,,2012,0,3805,5285,313,0,2
17317,90,1,0,97,91250,2,,2021,1,1466,1144,587,0,5
47542,75,1,1,40,5997,4,,1996,1,3378,9450,699,1,9
82408,53,0,1,95,96843,7,,1997,1,8132,8596,416,1,0
9434,63,1,1,91,99921,10,,1993,0,6177,8606,801,0,1
16467,84,1,1,55,17467,7,,2014,0,6574,9098,473,1,3
56296,18,0,1,32,5061,4,,2016,0,6200,2378,602,0,4
48789,42,1,0,51,44066,10,,2007,1,6600,6495,591,1,0
5769,97,1,0,79,36436,4,,2005,1,1964,1073,159,1,2
51827,90,1,0,59,88640,7,,2007,1,8141,2069,250,1,1
9115,24,0,1,8,65398,1,,1997,1,7187,2578,472,1,10
12641,20,0,1,54,66639,3,,2014,0,9434,7242,148,0,0
26966,91,1,1,44,29895,2,,2002,0,2435,6395,792,1,1
65479,82,0,1,48,95180,5,,1990,1,2907,4270,111,1,9
47583,48,0,0,99,31744,8,10,1992,1,3705,8486,983,0,1
93184,78,0,0,43,13054,7,5,1992,1,3946,4450,159,0,9
1254,38,0,0,57,74479,1,1,2001,1,9002,6342,283,1,7
95328,59,1,1,24,28949,8,10,2020,0,8716,2131,269,1,9
7388,75,0,1,96,35787,4,4,2018,1,4898,1814,366,1,7
34555,35,1,1,45,41312,6,10,2003,1,1597,5925,286,1,2
61310,49,0,0,21,55836,5,5,2006,1,5865,3866,618,0,10
20714,61,1,1,83,71535,3,5,1993,1,9406,9087,277,0,9
94704,55,1,1,6,84914,5,7,2007,1,3351,6903,815,0,4
13353,17,1,0,18,8213,3,3,2011,1,6437,7675,559,0,6
57475,67,0,0,83,2788,2,3,2007,1,654,7868,914,0,2
84795,41,0,0,22,91545,6,8,1992,0,5173,9145,407,1,4
70465,10,1,0,11,11425,6,6,2012,0,9473,8544,955,0,6
68270,37,1,0,65,18486,7,9,2018,1,3366,2943,928,1,0
26389,85,0,1,39,78917,10,10,1993,0,4738,4543,904,1,9
57552,99,1,0,19,79570,1,6,1993,0,445,7991,134,1,4
84291,7,0,0,65,14659,3,10,1998,0,7574,9349,721,0,9
60059,60,1,0,9,33655,8,10,2000,1,2181,5788,330,1,0
91513,50,0,0,3,20728,8,2,2002,1,5906,2070,232,0,10
70544,4,0,0,11,55656,10,6,2002,0,5701,886,322,1,6
16565,91,0,0,95,80977,6,6,2005,1,6950,7323,826,1,1
75865,10,0,1,60,36800,1,7,1997,1,1006,8659,955,0,0
29758,34,1,0,63,89490,6,1,2021,1,5853,9022,514,1,10
95566,7,1,1,21,90932,7,5,2002,1,2871,6556,474,0,2
1090,30,1,1,40,2898,7,7,2003,1,6324,9366,193,1,4
98319,91,0,1,55,50885,5,2,2014,1,6427,2517,489,1,5
18693,18,1,0,99,10582,10,9,2005,1,2092,9672,423,0,4
21781,65,1,1,26,98169,10,1,1991,1,9090,7252,289,0,2
33662,46,1,0,38,59,7,6,2010,1,7341,2488,561,1,7
94420,34,1,0,75,70010,9,6,2020,0,2413,5486,311,1,10
53313,19,1,0,35,21415,8,4,1995,0,2157,5123,352,0,4
54060,5,1,1,46,7678,3,8,1990,0,2407,2260,674,0,10
67709,22,1,1,78,7763,2,5,1994,1,1056,7424,359,0,8
85740,22,1,1,59,94767,6,6,2010,0,5447,1586,572,0,3
28659,58,0,1,21,78609,6,2,1993,1,4774,861,301,1,10
30217,36,1,1,73,1618,6,5,2014,0,5031,1199,498,1,1
58165,26,1,0,2,25772,5,9,2021,1,1746,4531,644,0,10
4014,11,1,0,22,61288,8,7,2017,1,8612,8381,811,0,7
13523,59,1,0,38,93252,5,8,1995,1,7180,4187,843,1,7
49772,90,0,1,68,89906,3,7,2007,0,2310,3274,995,0,8
85904,65,1,0,43,19533,8,10,1996,1,7909,6307,434,1,9
22541,99,1,1,27,30951,3,5,2011,0,4339,4606,419,0,10
39132,43,0,1,83,43766,4,2,2008,0,1287,4598,161,1,6
32785,27,0,1,21,44649,6,3,1991,1,2935,6575,777,1,7
69831,71,0,1,46,61678,1,2,2005,0,1614,5800,380,1,0
80301,1,1,0,77,16152,10,6,2001,0,213,6910,160,1,9
10802,34,0,1,10,70295,3,6,2018,0,8297,2765,675,1,4
87853,26,0,1,54,52083,6,9,2011,0,5587,6821,297,1,4
86424,86,1,1,100,10837,9,9,1998,1,5568,6811,895,1,6
44595,29,0,0,77,39297,4,7,1998,0,5697,2652,562,1,7
60056,75,0,1,7,40397,9,7,1995,1,7429,2535,344,1,7
30896,27,1,1,15,53487,9,3,2008,0,2033,2708,342,0,5
54484,38,1,0,76,48548,8,6,2011,0,9399,618,838,0,6
16571,50,0,0,82,67311,10,5,1993,1,8026,510,463,0,10
87858,18,0,0,31,94960,6,9,2020,1,8181,7529,209,1,8
19869,99,0,0,86,12078,10,4,2021,1,8661,6108,339,0,3
54298,90,1,0,24,86646,3,2,2017,1,8083,7857,829,1,3
8191,10,1,0,30,26102,7,2,2001,1,9361,6799,434,1,7
79950,89,0,0,64,46010,9,3,1997,0,2113,9708,220,1,8
73332,42,0,1,49,21173,5,8,2000,0,2779,7068,594,0,5
31669,8,1,1,21,4471,9,7,1998,0,5984,2875,920,0,7
97412,27,0,1,90,10288,2,9,2002,0,4015,1684,726,1,2
63163,93,0,1,36,72054,10,6,2008,1,1326,493,659,0,7
43907,29,0,0,34,44603,10,3,2017,1,6877,3185,612,0,3
64260,38,0,0,29,14335,3,5,2018,1,2011,9900,255,0,7
42585,74,1,1,30,42229,7,9,2000,1,3600,9515,805,1,1
35108,94,1,0,14,57068,3,5,2009,1,7735,7315,480,1,8
12127,22,0,0,69,18404,10,4,1998,0,8522,915,882,0,2
63669,45,0,0,72,71321,5,9,2001,1,5474,1174,828,1,4
24278,59,0,0,60,88950,1,8,2000,1,6038,3508,673,1,5
18937,50,1,0,45,78375,9,3,2001,0,5676,4159,263,1,5
82865,32,0,1,97,21881,10,6,2001,0,7868,9394,637,1,7
58599,96,0,0,97,10671,1,9,2010,0,140,8153,935,0,3
85101,91,1,1,44,33026,2,3,2015,0,908,9450,104,1,10
95649,3,0,1,8,2975,5,7,1992,1,9403,669,253,0,10
2448,87,1,0,30,91301,3,8,1990,1,170,9533,158,1,4
31539,62,0,1,11,63631,5,6,2010,1,8253,9833,749,0,7
96853,91,0,0,62,72351,10,8,2007,0,9286,3999,616,1,6
64718,54,0,1,4,92176,2,6,2003,1,3947,659,781,1,1
5263,64,1,0,25,12196,1,3,2014,1,2881,1324,659,1,9
1115,97,1,1,96,68844,10,6,2014,0,1015,6156,517,0,1
35568,6,0,0,26,81080,10,9,1998,1,951,5246,724,0,8
98423,8,0,0,10,20331,8,4,2011,0,7336,2547,111,0,9
78772,64,1,1,60,71585,5,1,1995,0,6523,4244,275,0,1
6592,59,0,0,99,784,8,6,2014,0,3049,3677,396,0,7
22773,16,1,0,44,51811,4,10,2009,0,8129,4394,501,0,0
4800,51,0,1,83,64735,6,5,1995,0,3715,24,786,1,1
65322,24,1,1,67,10507,9,3,2015,1,4968,7739,923,0,3
29310,74,0,0,3,78117,9,4,2000,0,10,5197,968,1,9
70742,95,1,1,99,90573,4,1,1993,1,552,1971,261,1,2
60239,37,1,0,77,73754,2,5,1998,1,7220,5238,276,1,5
35693,67,0,1,94,64905,3,4,2012,0,755,7911,149,0,4
8395,94,0,1,2,57055,7,6,2019,0,1618,5529,833,0,10
81718,46,1,1,20,49539,5,2,2015,1,8712,7677,179,0,7
79368,63,1,1,14,97466,5,5,2003,0,2341,7686,743,0,2
35420,86,0,0,43,14428,5,4,2010,1,4993,1948,813,1,1
33267,84,0,0,68,35693,1,6,2018,0,2950,8565,631,0,0
57971,35,0,0,41,32453,9,1,1993,0,4187,8577,977,0,0
17686,100,1,1,66,55983,5,9,2010,0,3069,161,303,1,3
59159,62,0,0,80,90403,7,3,2017,1,1811,3602,428,1,7
75700,25,0,0,55,32448,3,1,2013,0,7489,2230,433,0,3
92384,95,0,0,3,75759,1,9,2014,1,789,1421,455,0,6
87425,60,0,1,61,85102,8,8,2004,0,1411,6079,715,0,4
18040,80,1,1,62,61643,9,1,2016,0,3029,3408,157,0,4
68992,99,1,0,39,23545,7,9,1995,0,2245,7012,682,1,8
10141,66,1,0,48,57500,5,3,1997,1,9916,9931,372,0,6
83647,83,0,0,33,28875,5,9,2003,0,6035,2696,405,0,9
94846,26,0,1,60,61945,4,6,2014,1,887,419,441,0,8
42105,72,0,0,5,44516,1,7,2015,1,7013,2111,480,0,5
49833,93,0,1,48,3638,10,4,2017,1,6874,3053,194,0,6
35825,25,1,0,12,4563,7,5,1992,1,7272,8481,167,0,2
69428,8,0,1,1,13551,10,1,2013,0,8231,1812,118,1,9
77287,55,1,0,86,46843,8,2,2014,1,5138,8884,437,0,5
13166,33,0,0,80,33060,2,3,2019,1,4804,6606,1000,1,8
46131,38,1,1,15,83019,2,6,2005,1,7725,7497,249,0,10
37111,54,1,1,85,78418,9,4,1991,1,2218,6396,679,0,7
46540,26,0,0,85,58650,9,7,2009,1,5740,2401,667,0,3
32369,98,0,1,32,22243,4,1,2013,1,5326,5077,182,1,2
2192,69,1,0,84,30946,9,1,1999,1,9578,3627,748,1,2
22752,14,1,1,58,83194,5,10,2008,1,7726,6506,988,1,4
43252,4,0,0,14,50414,3,1,2010,0,9888,331,691,1,1
64697,9,0,0,56,60811,8,6,2005,1,1581,9560,510,0,0
93168,74,0,1,58,69669,7,9,2002,0,6692,923,690,0,10
94681,15,0,1,38,38650,8,3,1998,0,4413,4556,757,0,0
27903,21,1,0,65,56311,5,5,2007,1,7234,1491,211,0,0
2943,1,1,1,29,27296,9,2,2005,1,4470,8588,851,1,9
80746,36,0,0,19,13184,6,3,2003,1,7670,1538,892,1,7
13449,81,1,0,99,85865,2,9,2016,1,9907,7141,293,0,7
66907,24,1,1,93,72331,10,4,2012,0,6630,8145,366,0,6
83377,43,0,0,45,12958,8,5,2003,0,937,2463,831,1,7
77849,12,0,0,55,61149,5,9,2002,0,1951,48,303,0,8
92759,90,1,0,21,76870,8,8,1992,1,3299,4523,760,0,9
47283,43,1,1,6,29029,6,1,2012,1,9325,6508,856,1,10
96593,95,1,0,79,58402,10,7,2009,0,222,645,761,1,7
71226,52,1,0,66,90960,7,4,1995,0,7795,7032,782,0,4
49136,9,1,1,48,89553,8,3,2006,0,4728,1455,998,0,9
67434,67,1,1,16,34622,3,6,1997,1,3840,7239,906,1,2
55324,87,0,1,47,14417,1,7,1994,1,2998,9303,291,0,5
43410,68,1,0,30,35515,6,4,2006,0,5208,8672,754,0,9
54919,13,1,0,15,61049,7,3,1996,0,4870,2998,647,1,0
3880,24,1,1,85,10042,1,6,2013,0,8299,9128,246,0,6
7028,35,1,1,20,78664,1,10,1995,1,7528,1094,219,0,9
31433,31,1,1,6,99374,6,5,2016,1,2568,2822,145,1,7
83521,59,1,1,47,62591,2,7,2007,1,3228,7518,195,1,3
60797,97,1,1,13,4803,5,2,2002,1,558,1845,986,0,6
86284,100,1,0,22,67132,3,4,1990,0,7612,7741,366,0,3
44966,52,0,0,18,32003,1,10,2020,0,5180,6140,328,1,8
18932,36,0,0,51,51502,10,9,1991,0,3661,8156,110,1,10
91250,88,0,0,73,6207,8,3,1997,1,9598,2750,273,0,3
92563,2,1,0,22,53323,7,8,1993,1,4159,5790,722,1,6
