SquareMeters,NumberOfRooms,HasYard,NumPrevOwners,Attic,HasGuestRoom,price
48367,88,0.0,7.0,1422,4,4837589.1
27495,69,1.0,6.0,3582,6,2756763.1
527,91,1.0,2.0,961,6,67622.2
58551,60,0.0,9.0,3133,7,5862215.0
7199,74,1.0,4.0,2477,10,724979.9
30204,85,0.0,3.0,637,5,3021287.2
34210,56,0.0,7.0,3579,9,3425977.4
89872,49,1.0,9.0,4912,4,8994332.7
28600,73,1.0,10.0,6324,0,2869556.7
94317,74,0.0,10.0,4088,5,9434101.8
59292,59,0.0,8.0,3061,8,5929920.6
18747,91,1.0,5.0,7308,4,1883573.3
939,72,1.0,1.0,5250,9,98229.7
26090,6,1.0,1.0,9611,9,2613900.5
37424,33,1.0,7.0,5854,10,3750232.0
31040,15,1.0,10.0,1155,1,3108830.3
41661,26,0.0,6.0,390,4,4172132.8
9601,67,0.0,9.0,7867,6,963424.6
30736,93,1.0,7.0,4876,2,3078402.4
65870,73,0.0,9.0,5389,9,6594705.0
74907,9,0.0,7.0,9969,0,7494845.9
19812,24,0.0,3.0,7905,3,1983779.8
50707,39,1.0,1.0,2239,6,5081669.0
40282,43,0.0,5.0,3212,1,4029489.8
41739,34,0.0,5.0,7768,8,4180917.7
53243,22,1.0,8.0,6625,0,5330973.6
38633,75,1.0,5.0,1088,3,3868669.4
57886,54,1.0,5.0,4029,2,5798125.0
5177,73,1.0,6.0,9677,2,523333.3
38392,75,0.0,3.0,62,4,3840837.9
1405,74,0.0,8.0,4135,9,148540.9
10727,23,0.0,7.0,7338,9,1077355.5
10727,23,0.0,7.0,7338,9,1077784.2
10727,22,1.0,9.0,6850,2,1077355.5
10727,22,1.0,9.0,6850,2,1077784.2
53852,89,0.0,1.0,4020,2,5388256.6
21413,58,1.0,6.0,1817,6,2149706.3
3587,84,1.0,3.0,202,3,367846.1
73878,12,1.0,4.0,8769,5,7399649.3
14859,84,1.0,4.0,5337,7,1499598.0
14859,84,1.0,4.0,5337,7,1492436.2
14859,82,1.0,6.0,4915,9,1499598.0
14859,82,1.0,6.0,4915,9,1492436.2
65107,49,1.0,6.0,2397,0,6518542.1
16388,82,1.0,7.0,3975,5,1647875.8
41431,19,1.0,10.0,1253,9,4149160.6
8698,5,1.0,1.0,43,4,880449.0
66442,81,0.0,7.0,1268,1,6650604.5
12968,46,1.0,9.0,16,8,1303596.5
49274,96,0.0,5.0,8291,5,4932274.6
84612,6,0.0,9.0,5294,6,8466374.1
48736,97,1.0,3.0,6075,0,4885719.4
4167,78,0.0,1.0,3714,10,422514.7
62601,99,0.0,10.0,3544,6,6263982.0
68824,39,1.0,9.0,4853,7,6892716.0
36842,6,1.0,5.0,3787,2,3689692.1
36842,6,1.0,5.0,3787,2,3686933.3
36842,15,0.0,1.0,113,6,3689692.1
36842,15,0.0,1.0,113,6,3686933.3
17585,4,0.0,6.0,1035,10,1762749.7
7139,37,1.0,3.0,7418,1,724579.8
23147,56,0.0,2.0,8036,6,2316843.5
84182,55,1.0,4.0,8389,5,8429665.0
61995,31,1.0,6.0,4834,4,6208532.3
6575,77,0.0,4.0,6568,3,661451.3
2638,100,0.0,9.0,7304,6,271564.2
23987,81,0.0,2.0,1549,3,2399604.4
15769,14,0.0,2.0,1974,2,1579069.0
4276,4,1.0,10.0,6233,1,440518.4
98566,16,1.0,7.0,4190,6,9871617.6
35745,19,1.0,5.0,8356,7,3580358.6
63825,100,0.0,10.0,3253,10,6384963.1
93508,64,1.0,7.0,7773,4,9357738.2
1753,92,0.0,5.0,6968,10,182644.9
50019,29,0.0,4.0,9345,8,5009275.2
82325,77,1.0,5.0,2627,4,8241164.7
34403,53,0.0,7.0,6500,2,3441145.6
88240,57,0.0,10.0,2569,5,8830770.8
43759,97,1.0,1.0,4447,6,4384655.9
2111,79,1.0,1.0,735,0,216518.4
50799,42,0.0,5.0,1945,5,5080967.7
24559,49,1.0,5.0,4583,4,2459871.0
22422,53,1.0,8.0,9372,1,2252826.9
52599,49,0.0,9.0,127,3,5266896.5
32472,91,1.0,1.0,6976,5,3252820.0
10931,5,0.0,1.0,9560,7,1098819.5
15434,21,0.0,2.0,3913,6,1547287.5
56546,30,0.0,10.0,6226,10,5659030.2
11922,54,1.0,6.0,7536,10,1202680.9
93733,81,1.0,8.0,8958,8,9378278.3
72636,61,1.0,7.0,3592,8,7271337.0
19793,64,1.0,4.0,7097,3,1988236.7
75334,29,0.0,2.0,1294,8,7534445.6
20854,26,1.0,10.0,6635,3,2093083.9
9126,27,0.0,1.0,5306,7,918377.3
73441,90,1.0,2.0,569,2,7352484.4
88646,45,0.0,6.0,1791,4,8870135.7
1392,4,1.0,7.0,1362,3,143541.0
96455,47,0.0,1.0,2664,5,9649451.9
36417,27,1.0,8.0,7091,0,3645546.7
36417,27,1.0,8.0,7091,0,3652839.7
36417,32,1.0,8.0,8157,10,3645546.7
36417,32,1.0,8.0,8157,10,3652839.7
42688,88,1.0,2.0,2353,10,4280627.1
36468,53,0.0,3.0,2119,3,3652217.1
49940,50,0.0,6.0,2440,2,5005731.1
28924,10,1.0,3.0,107,8,2895663.2
55858,57,0.0,7.0,8326,9,5591888.9
97704,92,1.0,1.0,7239,5,9774003.2
79171,10,1.0,6.0,7757,6,7926950.6
17434,74,1.0,10.0,6453,3,1751426.3
87587,13,1.0,8.0,3995,5,8763935.2
16727,83,0.0,9.0,7310,5,1681450.3
2813,46,0.0,9.0,1705,10,284702.1
99031,2,1.0,2.0,7002,1,9908496.1
70681,68,0.0,7.0,8851,0,7069493.4
80697,92,0.0,4.0,1261,3,8078150.3
78115,43,0.0,5.0,5200,3,7812679.1
13929,49,0.0,7.0,2929,5,1400300.1
2624,36,0.0,8.0,5260,4,268725.5
5630,66,1.0,4.0,600,8,574843.3
28579,55,0.0,9.0,7242,8,2866447.5
4638,25,0.0,1.0,4557,7,471304.4
86916,12,1.0,1.0,8804,9,8696846.7
31066,100,0.0,8.0,975,2,3108946.9
78946,23,1.0,9.0,4223,3,7900382.5
51408,58,0.0,10.0,7475,2,5148173.7
63315,45,0.0,9.0,3998,7,6333065.0
32130,63,0.0,1.0,2817,9,3217288.4
533,84,1.0,5.0,133,6,62166.4
32979,65,1.0,10.0,8161,3,3307651.1
18545,10,1.0,2.0,1066,8,1865230.4
73591,82,0.0,6.0,3494,0,7363024.0
48045,89,1.0,8.0,4437,10,4816515.8
80686,74,0.0,7.0,1813,3,8071938.8
89991,84,0.0,4.0,804,7,9002207.5
79229,38,0.0,1.0,144,10,7930035.0
87678,22,1.0,4.0,744,5,8772251.0
98661,77,0.0,3.0,6316,5,9870323.6
83750,22,0.0,1.0,6184,10,8378829.0
97550,58,1.0,5.0,6736,2,9765889.6
43400,41,1.0,9.0,5182,7,4350109.4
30468,43,0.0,3.0,3727,10,3049485.4
14692,86,1.0,4.0,5245,6,1477101.0
23106,92,0.0,9.0,3606,3,2311601.9
60287,25,0.0,1.0,3084,5,6036180.6
71787,80,1.0,3.0,1510,8,7182473.8
15839,93,1.0,1.0,5171,7,1591526.0
68522,29,0.0,1.0,3187,5,6853535.8
17818,88,0.0,3.0,2567,3,1787351.1
94186,56,0.0,5.0,7498,0,9424530.2
92033,42,1.0,7.0,7844,6,9207595.9
29600,63,1.0,6.0,7134,8,2969388.2
83260,93,1.0,9.0,7659,8,8331439.5
53904,1,0.0,7.0,8710,2,5391993.7
47691,77,1.0,8.0,6137,9,4776385.5
40196,80,1.0,9.0,3242,6,4023335.8
42035,39,1.0,7.0,6886,3,4216631.4
37560,49,0.0,5.0,7243,7,3762350.5
29278,81,1.0,9.0,246,4,2935308.0
96803,94,0.0,6.0,841,9,9683741.6
20067,7,1.0,9.0,3955,9,2010324.3
52638,2,1.0,2.0,8300,4,5276387.8
47252,84,0.0,3.0,362,7,4726810.9
7515,1,0.0,10.0,206,3,752692.0
84630,33,0.0,5.0,8557,4,8464747.7
72150,83,1.0,1.0,5392,7,7223417.8
76956,68,0.0,8.0,1403,2,7699229.5
6885,97,1.0,5.0,4997,10,692409.9
8188,74,0.0,8.0,5308,3,825389.4
46785,21,0.0,6.0,1607,3,4687315.7
40737,40,0.0,8.0,9049,5,4076965.2
51242,73,1.0,6.0,2992,5,5133121.1
35691,75,0.0,9.0,7819,0,3577017.2
35691,75,0.0,9.0,7819,0,3582171.6
35691,53,1.0,5.0,3039,7,3577017.2
35691,53,1.0,5.0,3039,7,3582171.6
98705,21,1.0,10.0,6795,7,9874587.1
25831,13,1.0,7.0,1716,9,2597123.5
76174,76,1.0,7.0,2935,7,7628022.7
61734,24,1.0,1.0,6375,9,6180305.4
53424,16,0.0,2.0,7765,0,5343224.9
23754,69,0.0,7.0,6066,1,2379379.7
24396,73,0.0,1.0,1782,6,2445049.5
80349,70,1.0,4.0,9842,9,8042314.3
79583,26,1.0,9.0,3016,4,7966719.0
73863,93,1.0,7.0,7686,3,7397144.2
37195,19,1.0,9.0,8453,5,3724125.3
51058,63,0.0,4.0,5374,2,5109865.9
9705,86,0.0,3.0,3717,4,975399.9
67558,89,1.0,7.0,4480,1,6766804.3
21667,88,1.0,4.0,7089,3,2175975.7
39654,100,0.0,4.0,4240,3,3970955.7
9372,49,0.0,9.0,9453,10,938856.6
53448,20,1.0,4.0,5759,3,5354891.3
43998,41,1.0,2.0,5713,2,4406193.2
92326,37,1.0,8.0,31,4,9239788.7
80678,15,1.0,7.0,291,7,8073048.2
34060,75,1.0,7.0,9706,5,3414055.8
83173,20,0.0,1.0,7398,6,8322256.8
58698,67,1.0,5.0,4685,5,5876589.1
72343,10,1.0,5.0,9452,3,7242431.6
74922,65,1.0,5.0,1456,4,7500490.7
19528,76,1.0,1.0,3103,2,1962530.3
42969,41,0.0,10.0,3120,8,4301496.4
68028,53,1.0,8.0,281,9,6810499.5
8676,44,0.0,9.0,9210,5,873296.3
61140,96,0.0,8.0,3827,8,6120785.8
3041,95,0.0,5.0,6028,10,306019.3
31231,65,0.0,3.0,2666,5,3132434.2
47315,58,1.0,5.0,2112,2,4744142.1
92963,37,0.0,2.0,3262,0,9309080.1
94062,11,0.0,2.0,8887,0,9410749.0
23248,3,1.0,10.0,9939,2,2331235.3
51308,68,1.0,10.0,2946,9,5134188.8
69867,34,1.0,10.0,379,2,6997995.1
75211,34,1.0,4.0,2029,9,7528953.6
71008,1,0.0,9.0,1956,8,7104062.7
85766,60,0.0,1.0,4432,4,8578114.7
44561,8,0.0,6.0,9281,5,4460766.2
14954,40,1.0,2.0,2646,3,1505542.2
72194,86,0.0,1.0,464,8,7222517.2
71931,30,1.0,1.0,9156,1,7200839.2
98946,31,0.0,3.0,775,3,9901008.7
42708,68,1.0,8.0,9456,9,4277753.2
16037,47,0.0,1.0,3534,6,1605352.9
19510,23,1.0,5.0,5309,1,1960391.8
47783,17,1.0,7.0,5343,0,4786040.4
12430,55,1.0,6.0,6176,9,1250208.7
40439,54,0.0,4.0,1546,6,4045359.1
95889,5,0.0,5.0,8367,9,9590909.8
77174,29,0.0,4.0,3367,10,7719743.2
40184,1,1.0,8.0,6502,9,4025868.5
37534,54,1.0,2.0,9183,0,3763767.6
43585,48,1.0,5.0,2484,6,4364529.0
38935,41,1.0,5.0,5869,7,3900522.4
59918,77,0.0,4.0,706,4,6000859.0
68723,83,0.0,6.0,731,6,6873850.5
32721,57,1.0,4.0,3856,3,3275735.1
64674,56,1.0,9.0,7858,5,6472604.2
86022,19,1.0,3.0,9025,2,8609199.8
63737,60,1.0,9.0,6064,8,6387164.4
5322,71,1.0,6.0,7784,7,541599.3
63871,13,1.0,1.0,8973,10,6397636.5
65560,13,1.0,4.0,5024,3,6563603.3
89,33,0.0,4.0,1258,9,10313.5
71024,8,1.0,5.0,9097,1,7112979.2
71040,58,1.0,7.0,4479,7,7108408.6
50650,47,1.0,6.0,9164,1,5074074.5
66759,9,1.0,10.0,4891,6,6683970.6
66759,9,1.0,10.0,4891,6,6680456.6
66759,45,0.0,9.0,1715,0,6683970.6
66759,45,0.0,9.0,1715,0,6680456.6
98514,93,0.0,9.0,6642,3,9855635.0
7312,64,1.0,10.0,6680,8,737475.6
2676,7,1.0,4.0,9483,4,277181.5
60763,78,1.0,4.0,9794,8,6079816.2
54907,91,0.0,8.0,5680,8,5496088.2
3709,41,1.0,3.0,3857,0,375675.4
26117,1,1.0,10.0,6453,1,2617456.3
8626,75,0.0,4.0,3187,0,863829.4
74079,67,0.0,4.0,5687,4,7412552.2
27810,99,1.0,5.0,2844,3,2792637.2
40638,20,0.0,10.0,9785,10,4064776.7
60063,84,1.0,4.0,9021,0,6010731.5
93811,39,1.0,8.0,2045,0,9385931.0
12555,8,1.0,7.0,4385,10,1265496.3
30862,36,0.0,4.0,3903,0,3092729.8
36334,63,1.0,10.0,5804,5,3640478.7
86087,39,0.0,10.0,3329,9,8609947.7
69567,77,0.0,5.0,5872,3,6962236.3
18785,27,0.0,1.0,8718,9,1885931.4
20660,6,1.0,9.0,2127,4,2072127.3
62277,35,1.0,6.0,5846,2,6236152.9
46917,47,0.0,5.0,7959,5,4701755.8
30248,57,0.0,4.0,1332,10,3028964.4
50102,41,1.0,2.0,91,7,5014163.5
45149,7,0.0,2.0,2206,0,4522816.1
30603,57,1.0,5.0,150,5,3071424.1
79214,84,0.0,6.0,8946,0,7922328.4
62718,2,0.0,1.0,6701,4,6275591.9
27281,16,0.0,5.0,6528,3,2731771.4
41418,66,0.0,9.0,6075,10,4145160.4
97489,92,0.0,10.0,8712,10,9753797.5
51812,43,1.0,1.0,9785,2,5192250.8
34498,32,0.0,6.0,2943,10,3458156.8
95097,10,1.0,8.0,5828,6,9513855.5
44251,1,0.0,9.0,2912,10,4434233.7
47583,48,0.0,10.0,8486,1,4762269.2
93184,78,0.0,5.0,4450,9,9321499.2
95328,59,1.0,10.0,2131,9,9538747.0
7388,75,0.0,4.0,1814,7,750538.8
34555,35,1.0,10.0,5925,2,3467129.3
61310,49,0.0,5.0,3866,10,6132679.6
20714,61,1.0,5.0,9087,9,2077129.3
94704,55,1.0,7.0,6903,4,9480933.7
13353,17,1.0,3.0,7675,6,1338753.1
57475,67,0.0,3.0,7868,2,5753644.7
84795,41,0.0,8.0,9145,4,8481583.2
70465,10,1.0,6.0,8544,6,7052303.2
68270,37,1.0,9.0,2943,0,6835596.8
26389,85,0.0,10.0,4543,9,2646987.3
57552,99,1.0,6.0,7991,4,5759074.3
84291,7,0.0,10.0,9349,9,8432314.8
60059,60,1.0,10.0,5788,0,6008916.0
91513,50,0.0,2.0,2070,10,9152366.2
70544,4,0.0,6.0,886,6,7055619.2
16565,91,0.0,6.0,7323,1,1663375.5
75865,10,0.0,7.0,8659,0,7595183.7
29758,34,1.0,1.0,9022,10,2982078.1
95566,7,1.0,5.0,6556,2,9564576.2
1090,30,1.0,7.0,9366,4,118270.3
98319,91,0.0,2.0,2517,5,9837654.4
18693,18,1.0,9.0,9672,4,1876877.5
21781,65,1.0,1.0,7252,2,2187037.1
33662,46,1.0,6.0,2488,7,3370242.0
94420,34,1.0,6.0,5486,10,9453347.0
53313,19,1.0,4.0,5123,4,5334996.5
54060,5,1.0,8.0,2260,10,5414753.0
67709,22,1.0,5.0,7424,8,6782857.4
85740,22,1.0,6.0,1586,3,8579832.0
28659,58,0.0,2.0,861,10,2869081.3
30217,36,1.0,5.0,1199,1,3033408.4
58165,26,1.0,9.0,4531,10,5819124.1
4014,11,1.0,7.0,8381,7,404625.7
13523,59,1.0,8.0,4187,7,1358157.5
49772,90,0.0,7.0,3274,8,4985835.7
85904,65,1.0,10.0,6307,9,8594924.6
22541,99,1.0,5.0,4606,10,2264203.1
39132,43,0.0,2.0,4598,6,3920808.8
39132,43,0.0,2.0,4598,6,3924407.0
39132,30,1.0,9.0,5955,6,3920808.8
39132,30,1.0,9.0,5955,6,3924407.0
32785,27,0.0,3.0,6575,7,3284948.1
69831,71,0.0,2.0,5800,0,6990205.5
80301,1,1.0,6.0,6910,9,8042286.1
10802,34,0.0,6.0,2765,4,1086000.8
87853,26,0.0,9.0,6821,4,8789947.1
86424,86,1.0,9.0,6811,6,8654131.8
44595,29,0.0,7.0,2652,7,4460946.8
60056,75,0.0,7.0,2535,7,6011032.5
54484,38,1.0,6.0,618,6,5456741.1
54484,38,1.0,6.0,618,6,5453182.6
54484,26,1.0,8.0,7129,8,5456741.1
54484,26,1.0,8.0,7129,8,5453182.6
16571,50,0.0,5.0,510,10,1663083.3
87858,18,0.0,9.0,7529,8,8786967.0
19869,99,0.0,4.0,6108,3,1992188.1
54298,90,1.0,2.0,7857,3,5432285.7
8191,10,1.0,2.0,6799,7,823318.1
79950,89,0.0,3.0,9708,8,7997513.7
73332,42,0.0,8.0,7068,5,7339665.0
31669,8,1.0,7.0,2875,7,3174122.8
97412,27,0.0,9.0,1684,2,9747182.2
63163,93,0.0,6.0,493,7,6324361.8
43907,29,0.0,3.0,3185,3,4392043.7
64260,38,0.0,5.0,9900,7,6427856.8
42585,74,1.0,9.0,9515,1,4266978.0
35108,94,1.0,5.0,7315,8,3515504.9
12127,22,0.0,4.0,915,2,1214434.8
63669,45,0.0,9.0,1174,4,6372430.1
24278,59,0.0,8.0,3508,5,2430050.0
18937,50,1.0,3.0,4159,5,1899216.1
82865,32,0.0,6.0,9394,7,8296881.1
58599,96,0.0,9.0,8153,3,5862285.0
85101,91,1.0,3.0,9450,10,8517678.5
95649,3,0.0,7.0,669,10,9567841.2
2448,87,1.0,8.0,9533,4,251247.0
31539,62,0.0,6.0,9833,7,3158408.0
96853,91,0.0,8.0,3999,6,9689548.7
64718,54,0.0,6.0,659,1,6476248.3
5263,64,1.0,3.0,1324,9,530890.4
1115,97,1.0,6.0,6156,1,129053.4
35568,6,0.0,9.0,5246,8,3558401.8
98423,8,0.0,4.0,2547,9,9843291.1
78772,64,1.0,1.0,4244,1,7887820.5
6592,59,0.0,6.0,3677,7,666733.4
22773,16,1.0,10.0,4394,0,2283953.9
4800,51,0.0,5.0,24,1,489132.5
65322,24,1.0,3.0,7739,3,6543253.5
29310,74,0.0,4.0,5197,9,2932138.0
70742,95,1.0,1.0,1971,2,7091010.3
60239,37,1.0,5.0,5238,5,6032661.8
35693,67,0.0,4.0,7911,4,3579115.2
8395,94,0.0,6.0,5529,10,842343.9
81718,46,1.0,2.0,7677,7,8179978.5
79368,63,1.0,5.0,7686,2,7940744.3
35420,86,0.0,4.0,1948,1,3543382.0
33267,84,0.0,6.0,8565,0,3329395.8
57971,35,0.0,1.0,8577,0,5800901.3
17686,100,1.0,9.0,161,3,1777384.0
59159,62,0.0,3.0,3602,7,5921171.7
75700,25,0.0,1.0,2230,3,7571506.3
92384,95,0.0,9.0,1421,6,9239195.4
87425,60,0.0,8.0,6079,4,8748652.4
18040,80,1.0,1.0,3408,4,1813007.6
68992,99,1.0,9.0,7012,8,6907585.5
10141,66,1.0,3.0,9931,6,1020755.7
83647,83,0.0,9.0,2696,9,8367526.3
94846,26,0.0,6.0,419,8,9492403.4
42105,72,0.0,7.0,2111,5,4211221.5
49833,93,0.0,4.0,3053,6,4991168.7
35825,25,1.0,5.0,8481,2,3587596.2
69428,8,0.0,1.0,1812,9,6944939.3
77287,55,1.0,2.0,8884,5,7734572.4
13166,33,0.0,3.0,6606,8,1323421.9
46131,38,1.0,6.0,7497,10,4619824.5
46131,38,1.0,6.0,7497,10,4616542.3
46131,39,0.0,9.0,7161,0,4619824.5
46131,39,0.0,9.0,7161,0,4616542.3
37111,54,1.0,4.0,6396,7,3720632.1
46540,26,0.0,7.0,2401,3,4656975.9
32369,98,0.0,1.0,5077,2,3242795.3
2192,69,1.0,1.0,3627,2,226924.9
22752,14,1.0,10.0,6506,4,2284238.8
43252,4,0.0,1.0,331,1,4326741.0
64697,9,0.0,6.0,9560,0,6474788.5
93168,74,0.0,9.0,923,10,9321665.2
94681,15,0.0,3.0,4556,0,9476231.8
27903,21,1.0,5.0,1491,0,2800107.7
2943,1,1.0,2.0,8588,9,302523.5
80746,36,0.0,3.0,1538,7,8077153.3
13449,81,1.0,9.0,7141,7,1356395.6
66907,24,1.0,4.0,8145,6,6703560.2
83377,43,0.0,5.0,2463,7,8342685.3
77849,12,0.0,9.0,48,8,7789805.2
47283,43,1.0,1.0,6508,10,4734429.2
96593,95,1.0,7.0,645,7,9665702.9
71226,52,1.0,4.0,7032,4,7127541.5
49136,9,1.0,3.0,1455,9,4919606.6
67434,67,1.0,6.0,7239,2,6749956.7
55324,87,0.0,7.0,9303,5,5535750.4
43410,68,1.0,4.0,8672,9,4346921.6
54919,13,1.0,3.0,2998,0,5497882.6
3880,24,1.0,6.0,9128,6,394027.3
7028,35,1.0,10.0,1094,9,711682.5
31433,31,1.0,5.0,2822,7,3152681.6
83521,59,1.0,7.0,7518,3,8360843.7
60797,97,1.0,2.0,1845,6,6088961.2
86284,100,1.0,4.0,7741,3,8632859.0
18932,36,0.0,9.0,8156,10,1897312.1
91250,88,0.0,3.0,2750,3,9129722.7
92563,2,1.0,8.0,5790,6,9262042.3
48319,59,0.0,4.0,8014,0,4839740.8
27565,79,1.0,9.0,4636,3,2760622.9
38455,44,0.0,7.0,7247,1,3851261.0
66180,6,0.0,5.0,5651,10,6619700.3
43037,78,0.0,10.0,2540,5,4310516.5
49365,94,1.0,9.0,8087,3,4941743.6
7364,45,1.0,10.0,8690,6,746098.0
49588,36,0.0,7.0,6974,9,4963749.8
51957,65,0.0,8.0,2522,3,5199371.1
31383,68,1.0,1.0,6864,5,3144398.8
97271,53,0.0,4.0,1674,3,9738138.1
74271,67,1.0,3.0,718,9,7430269.2
37217,90,1.0,7.0,9985,6,3729864.0
61295,43,0.0,1.0,688,0,6135795.5
53067,14,0.0,4.0,3151,2,5312209.1
45732,86,1.0,2.0,2299,9,4583088.1
73470,43,1.0,2.0,47,9,7356027.1
75839,41,1.0,9.0,4872,5,7595476.9
19658,53,0.0,9.0,1625,1,1969247.5
67974,48,0.0,7.0,166,4,6797812.1
14195,3,0.0,6.0,8066,2,1421839.1
12624,45,0.0,4.0,5844,10,1268100.1
12739,100,0.0,8.0,3597,2,1278581.0
50567,50,0.0,3.0,7647,6,5058199.3
25079,10,1.0,6.0,1060,0,2515722.8
14856,3,0.0,1.0,3199,5,1490234.8
48408,85,1.0,5.0,4329,5,4844150.0
9423,51,0.0,9.0,6254,9,944455.0
82614,37,1.0,1.0,4179,1,8269246.2
15726,33,0.0,4.0,9031,5,1580718.3
78671,86,0.0,6.0,1318,5,7868709.3
20197,64,1.0,7.0,2859,6,2027294.0
30713,97,0.0,9.0,4515,6,3079646.1
83019,10,0.0,2.0,5524,5,8307344.3
34639,25,1.0,2.0,8680,5,3474105.7
19606,82,1.0,10.0,1788,5,1972219.9
19606,82,1.0,10.0,1788,5,1961926.4
19606,83,0.0,7.0,6896,10,1972219.9
19606,83,0.0,7.0,6896,10,1961926.4
54753,100,1.0,1.0,9972,9,5482557.0
35750,84,1.0,4.0,1335,8,3587011.1
40776,63,1.0,7.0,4245,9,4083372.5
76938,62,0.0,6.0,3276,7,7697356.0
22421,30,0.0,6.0,6562,10,2245981.6
78379,4,1.0,2.0,7147,8,7845253.2
28804,79,0.0,2.0,963,10,2884048.8
2434,16,1.0,5.0,890,3,253611.3
23281,86,0.0,3.0,4835,7,2329260.4
92417,91,0.0,10.0,1223,9,9242684.1
82560,46,0.0,8.0,4525,4,8258817.2
24936,67,0.0,4.0,973,10,2498112.0
24936,67,0.0,4.0,973,10,2503388.5
24936,52,0.0,7.0,8153,8,2498112.0
24936,52,0.0,7.0,8153,8,2503388.5
3261,7,1.0,4.0,5379,2,333334.3
86526,50,1.0,8.0,6436,6,8668619.3
81673,47,0.0,2.0,4500,3,8171876.3
17901,47,0.0,1.0,1519,6,1791955.1
86179,26,0.0,4.0,1124,5,8622983.3
84465,47,1.0,1.0,4033,8,8455710.3
37916,26,1.0,8.0,5143,2,3798906.4
20852,100,1.0,2.0,4175,8,2096217.3
86258,100,1.0,7.0,410,8,8632872.8
25784,73,0.0,1.0,1794,8,2579008.5
27925,99,1.0,7.0,7178,3,2805117.1
59522,13,1.0,5.0,7925,9,5959601.6
31741,97,0.0,10.0,9099,3,3186350.4
37491,53,1.0,7.0,2715,3,3756011.6
74283,72,1.0,4.0,8122,5,7441067.7
1251,58,0.0,7.0,4200,4,128837.4
6389,11,0.0,7.0,1733,4,645862.1
92090,7,0.0,7.0,8355,5,9210284.0
85562,99,0.0,10.0,9105,2,8560277.7
90722,46,1.0,7.0,2598,8,9075929.9
66159,81,0.0,7.0,1874,9,6622247.1
71481,48,0.0,3.0,9808,5,7153828.7
20166,8,0.0,9.0,4,0,2022517.2
14635,58,0.0,8.0,3653,2,1471115.7
9180,33,1.0,3.0,6618,2,926287.1
45330,28,1.0,7.0,3200,3,4538131.8
39486,33,1.0,5.0,2104,4,3955805.7
85448,35,0.0,3.0,4496,7,8548169.3
54941,21,0.0,2.0,1318,1,5500531.0
40101,82,1.0,4.0,5161,5,4023279.9
38586,18,1.0,6.0,4866,2,3866990.2
14274,66,0.0,9.0,5257,3,1432787.0
63860,52,1.0,9.0,2513,9,6392454.7
34891,65,0.0,4.0,5828,4,3496198.0
98433,15,1.0,8.0,7205,2,9851666.0
98827,89,0.0,4.0,1865,2,9886586.4
52100,3,1.0,5.0,4074,9,5212486.8
19185,89,1.0,2.0,1414,8,1926146.6
58027,9,0.0,9.0,6632,7,5807819.5
93409,38,0.0,6.0,7771,2,9342104.3
28193,90,1.0,4.0,2224,0,2830504.8
28193,90,1.0,4.0,2224,0,2833176.1
28193,61,1.0,5.0,3595,6,2830504.8
28193,61,1.0,5.0,3595,6,2833176.1
5579,97,0.0,9.0,8839,0,567203.0
87479,74,0.0,3.0,433,10,8752889.4
60824,96,1.0,10.0,8628,0,6086663.5
54888,66,0.0,8.0,1071,2,5494594.7
46865,18,1.0,3.0,7858,1,4690710.0
41143,70,0.0,1.0,7314,5,4116195.3
61847,85,0.0,9.0,9945,2,6190109.4
16016,35,1.0,6.0,1636,6,1611775.6
30159,16,1.0,6.0,1534,6,3021149.3
32597,81,1.0,7.0,2244,4,3269431.3
91824,65,1.0,4.0,6849,2,9191892.1
90097,38,1.0,2.0,1312,10,9020358.3
85854,62,0.0,8.0,3208,6,8592747.1
6556,57,1.0,5.0,154,6,665259.7
83808,55,1.0,6.0,631,3,8396265.2
41301,83,1.0,1.0,7771,4,4138612.7
51517,32,0.0,3.0,4322,7,5155871.8
94856,7,1.0,2.0,9379,6,9488018.4
3818,4,0.0,1.0,7735,3,383235.1
24297,73,1.0,10.0,7685,8,2432581.2
80656,29,1.0,8.0,1814,4,8072208.2
84254,41,1.0,7.0,6500,10,8436781.0
96140,47,0.0,7.0,8569,5,9615267.7
4261,94,0.0,9.0,2283,10,433557.6
9502,8,1.0,1.0,7629,10,957812.5
46390,27,1.0,5.0,5122,7,4645999.0
77989,66,1.0,7.0,182,10,7809037.7
36563,95,1.0,5.0,8651,0,3668071.2
36563,95,1.0,5.0,8651,0,3657222.1
36563,46,0.0,7.0,5645,10,3668071.2
36563,46,0.0,7.0,5645,10,3657222.1
27492,38,0.0,10.0,9065,3,2749560.2
63720,18,0.0,1.0,5973,2,6380496.0
88328,35,0.0,3.0,5965,6,8836891.0
88328,35,0.0,3.0,5965,6,8840872.2
88328,91,1.0,1.0,7972,10,8836891.0
88328,91,1.0,1.0,7972,10,8840872.2
10559,13,1.0,9.0,7298,5,1059700.1
36799,62,0.0,6.0,7603,0,3680514.8
52899,33,0.0,3.0,6340,1,5297388.6
67697,71,0.0,7.0,9826,5,6775896.3
82372,55,1.0,6.0,9864,7,8241290.2
93197,76,0.0,9.0,2660,4,9325361.9
68703,16,1.0,9.0,927,9,6874684.7
44626,46,1.0,8.0,8088,10,4468759.4
